2026-04-11 10:15:08,051 [INFO] [chat] This is chat.py starting
[2026-04-11 10:29:32,072] INFO in app: 127.0.0.1 GET /static/images/1_old_excel_file.png
[2026-04-11 10:29:32,072] INFO in app: 127.0.0.1 GET /static/images/1_old_excel_file.png
[2026-04-11 10:29:32,141] INFO in _internal: 127.0.0.1 - - [11/Apr/2026 10:29:32] "GET /static/images/chatbox-icon.svg HTTP/1.1" 200 -
[2026-04-11 10:29:32,159] INFO in app: 127.0.0.1 GET /static/images/2_entry_form.png
[2026-04-11 10:29:32,159] INFO in app: 127.0.0.1 GET /static/images/2_entry_form.png
[2026-04-11 10:29:32,172] INFO in _internal: 127.0.0.1 - - [11/Apr/2026 10:29:32] "GET /static/images/2_entry_form.png HTTP/1.1" 200 -
[2026-04-11 10:29:32,195] INFO in _internal: 127.0.0.1 - - [11/Apr/2026 10:29:32] "GET /static/script.js HTTP/1.1" 200 -
[2026-04-11 10:29:32,197] INFO in app: 127.0.0.1 GET /static/images/3_transfer_to_table.png
[2026-04-11 10:29:32,197] INFO in app: 127.0.0.1 GET /static/images/3_transfer_to_table.png
[2026-04-11 10:29:32,200] INFO in _internal: 127.0.0.1 - - [11/Apr/2026 10:29:32] "GET /static/images/3_transfer_to_table.png HTTP/1.1" 200 -
[2026-04-11 10:29:32,205] INFO in app: 127.0.0.1 GET /static/projectAI.js
[2026-04-11 10:29:32,205] INFO in app: 127.0.0.1 GET /static/projectAI.js
[2026-04-11 10:29:32,209] INFO in _internal: 127.0.0.1 - - [11/Apr/2026 10:29:32] "GET /static/projectAI.js HTTP/1.1" 200 -
[2026-04-11 10:29:32,220] INFO in app: 127.0.0.1 GET /static/theme.js
[2026-04-11 10:29:32,220] INFO in app: 127.0.0.1 GET /static/theme.js
[2026-04-11 10:29:32,222] INFO in app: 127.0.0.1 GET /static/images/4_form_to_array.png
[2026-04-11 10:29:32,222] INFO in app: 127.0.0.1 GET /static/images/4_form_to_array.png
[2026-04-11 10:29:32,223] INFO in _internal: 127.0.0.1 - - [11/Apr/2026 10:29:32] "GET /static/theme.js HTTP/1.1" 200 -
[2026-04-11 10:29:32,223] INFO in _internal: 127.0.0.1 - - [11/Apr/2026 10:29:32] "GET /static/images/4_form_to_array.png HTTP/1.1" 200 -
[2026-04-11 10:29:32,237] INFO in app: 127.0.0.1 GET /static/images/5_python_data_array.png
[2026-04-11 10:29:32,237] INFO in app: 127.0.0.1 GET /static/images/5_python_data_array.png
[2026-04-11 10:29:32,238] INFO in _internal: 127.0.0.1 - - [11/Apr/2026 10:29:32] "GET /static/images/5_python_data_array.png HTTP/1.1" 200 -
[2026-04-11 10:29:32,258] INFO in app: 127.0.0.1 GET /static/images/6_python_program.png
[2026-04-11 10:29:32,258] INFO in app: 127.0.0.1 GET /static/images/6_python_program.png
[2026-04-11 10:29:32,260] INFO in _internal: 127.0.0.1 - - [11/Apr/2026 10:29:32] "GET /static/images/6_python_program.png HTTP/1.1" 200 -
[2026-04-11 10:29:32,274] INFO in app: 127.0.0.1 GET /static/images/7_prompt_template.png
[2026-04-11 10:29:32,274] INFO in app: 127.0.0.1 GET /static/images/7_prompt_template.png
[2026-04-11 10:29:32,276] INFO in app: 127.0.0.1 GET /static/images/8_AI_api.png
[2026-04-11 10:29:32,276] INFO in app: 127.0.0.1 GET /static/images/8_AI_api.png
[2026-04-11 10:29:32,276] INFO in _internal: 127.0.0.1 - - [11/Apr/2026 10:29:32] "GET /static/images/7_prompt_template.png HTTP/1.1" 200 -
[2026-04-11 10:29:32,279] INFO in _internal: 127.0.0.1 - - [11/Apr/2026 10:29:32] "GET /static/images/8_AI_api.png HTTP/1.1" 200 -
[2026-04-11 10:29:32,292] INFO in app: 127.0.0.1 GET /static/images/9_save_to_text.png
[2026-04-11 10:29:32,292] INFO in app: 127.0.0.1 GET /static/images/9_save_to_text.png
[2026-04-11 10:29:32,293] INFO in app: 127.0.0.1 GET /static/images/10_word_macro.png
[2026-04-11 10:29:32,293] INFO in app: 127.0.0.1 GET /static/images/10_word_macro.png
[2026-04-11 10:29:32,295] INFO in _internal: 127.0.0.1 - - [11/Apr/2026 10:29:32] "GET /static/images/9_save_to_text.png HTTP/1.1" 200 -
[2026-04-11 10:29:32,295] INFO in _internal: 127.0.0.1 - - [11/Apr/2026 10:29:32] "GET /static/images/10_word_macro.png HTTP/1.1" 200 -
[2026-04-11 10:29:32,297] INFO in _internal: 127.0.0.1 - - [11/Apr/2026 10:29:32] "GET /static/style.css HTTP/1.1" 200 -
[2026-04-11 10:29:32,312] INFO in _internal: 127.0.0.1 - - [11/Apr/2026 10:29:32] "GET /static/images/janeh.png HTTP/1.1" 200 -
[2026-04-11 10:29:32,314] INFO in app: 127.0.0.1 GET /static/images/11_add_to_resume.png
[2026-04-11 10:29:32,314] INFO in app: 127.0.0.1 GET /static/images/11_add_to_resume.png
[2026-04-11 10:29:32,315] INFO in _internal: 127.0.0.1 - - [11/Apr/2026 10:29:32] "GET /static/images/1_old_excel_file.png HTTP/1.1" 200 -
[2026-04-11 10:29:32,316] INFO in _internal: 127.0.0.1 - - [11/Apr/2026 10:29:32] "GET /static/images/11_add_to_resume.png HTTP/1.1" 200 -
[2026-04-11 10:29:32,317] INFO in _internal: 127.0.0.1 - - [11/Apr/2026 10:29:32] "GET /static/app.js HTTP/1.1" 200 -
[2026-04-11 10:29:32,390] INFO in app: 127.0.0.1 GET /static/images/92_resume.png
[2026-04-11 10:29:32,390] INFO in app: 127.0.0.1 GET /static/images/92_resume.png
[2026-04-11 10:29:32,393] INFO in _internal: 127.0.0.1 - - [11/Apr/2026 10:29:32] "GET /static/images/92_resume.png HTTP/1.1" 200 -
[2026-04-11 10:29:32,396] INFO in app: 127.0.0.1 GET /static/jobs.json
[2026-04-11 10:29:32,396] INFO in app: 127.0.0.1 GET /static/jobs.json
[2026-04-11 10:29:32,401] INFO in _internal: 127.0.0.1 - - [11/Apr/2026 10:29:32] "GET /static/jobs.json HTTP/1.1" 200 -
[2026-04-11 10:29:32,678] INFO in app: 127.0.0.1 GET /static/favicon.ico
[2026-04-11 10:29:32,678] INFO in app: 127.0.0.1 GET /static/favicon.ico
[2026-04-11 10:29:32,679] INFO in _internal: 127.0.0.1 - - [11/Apr/2026 10:29:32] "GET /static/favicon.ico HTTP/1.1" 200 -
[2026-04-11 10:29:42,412] INFO in app: 127.0.0.1 GET /
[2026-04-11 10:29:42,412] INFO in app: 127.0.0.1 GET /
[2026-04-11 10:29:42,413] INFO in _internal: 127.0.0.1 - - [11/Apr/2026 10:29:42] "GET / HTTP/1.1" 200 -
[2026-04-11 10:29:42,445] INFO in app: 127.0.0.1 GET /.well-known/appspecific/com.chrome.devtools.json
[2026-04-11 10:29:42,445] INFO in app: 127.0.0.1 GET /.well-known/appspecific/com.chrome.devtools.json
[2026-04-11 10:29:42,446] INFO in _internal: 127.0.0.1 - - [11/Apr/2026 10:29:42] "[33mGET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1[0m" 404 -
[2026-04-11 10:29:42,455] INFO in app: 127.0.0.1 GET /static/style.css
[2026-04-11 10:29:42,455] INFO in app: 127.0.0.1 GET /static/style.css
[2026-04-11 10:29:42,456] INFO in app: 127.0.0.1 GET /static/images/janeh.png
[2026-04-11 10:29:42,456] INFO in app: 127.0.0.1 GET /static/images/janeh.png
[2026-04-11 10:29:42,457] INFO in _internal: 127.0.0.1 - - [11/Apr/2026 10:29:42] "[36mGET /static/style.css HTTP/1.1[0m" 304 -
[2026-04-11 10:29:42,458] INFO in app: 127.0.0.1 GET /static/images/chatbox-icon.svg
[2026-04-11 10:29:42,458] INFO in app: 127.0.0.1 GET /static/images/chatbox-icon.svg
[2026-04-11 10:29:42,459] INFO in _internal: 127.0.0.1 - - [11/Apr/2026 10:29:42] "[36mGET /static/images/janeh.png HTTP/1.1[0m" 304 -
[2026-04-11 10:29:42,460] INFO in _internal: 127.0.0.1 - - [11/Apr/2026 10:29:42] "[36mGET /static/images/chatbox-icon.svg HTTP/1.1[0m" 304 -
[2026-04-11 10:29:42,483] INFO in app: 127.0.0.1 GET /static/script.js
[2026-04-11 10:29:42,483] INFO in app: 127.0.0.1 GET /static/script.js
[2026-04-11 10:29:42,485] INFO in _internal: 127.0.0.1 - - [11/Apr/2026 10:29:42] "[36mGET /static/script.js HTTP/1.1[0m" 304 -
[2026-04-11 10:29:42,487] INFO in app: 127.0.0.1 GET /static/app.js
[2026-04-11 10:29:42,488] INFO in app: 127.0.0.1 GET /static/images/2_entry_form.png
[2026-04-11 10:29:42,488] INFO in app: 127.0.0.1 GET /static/images/3_transfer_to_table.png
[2026-04-11 10:29:42,489] INFO in app: 127.0.0.1 GET /static/projectAI.js
[2026-04-11 10:29:42,489] INFO in app: 127.0.0.1 GET /static/projectAI.js
[2026-04-11 10:29:42,487] INFO in app: 127.0.0.1 GET /static/app.js
[2026-04-11 10:29:42,488] INFO in app: 127.0.0.1 GET /static/images/2_entry_form.png
[2026-04-11 10:29:42,488] INFO in app: 127.0.0.1 GET /static/images/3_transfer_to_table.png
[2026-04-11 10:29:42,489] INFO in app: 127.0.0.1 GET /static/images/1_old_excel_file.png
[2026-04-11 10:29:42,492] INFO in app: 127.0.0.1 GET /static/images/92_resume.png
[2026-04-11 10:29:42,492] INFO in app: 127.0.0.1 GET /static/images/92_resume.png
[2026-04-11 10:29:42,494] INFO in _internal: 127.0.0.1 - - [11/Apr/2026 10:29:42] "[36mGET /static/app.js HTTP/1.1[0m" 304 -
[2026-04-11 10:29:42,493] INFO in _internal: 127.0.0.1 - - [11/Apr/2026 10:29:42] "[36mGET /static/projectAI.js HTTP/1.1[0m" 304 -
[2026-04-11 10:29:42,489] INFO in app: 127.0.0.1 GET /static/images/1_old_excel_file.png
[2026-04-11 10:29:42,494] INFO in _internal: 127.0.0.1 - - [11/Apr/2026 10:29:42] "[36mGET /static/images/3_transfer_to_table.png HTTP/1.1[0m" 304 -
[2026-04-11 10:29:42,496] INFO in _internal: 127.0.0.1 - - [11/Apr/2026 10:29:42] "[36mGET /static/images/92_resume.png HTTP/1.1[0m" 304 -
[2026-04-11 10:29:42,495] INFO in _internal: 127.0.0.1 - - [11/Apr/2026 10:29:42] "[36mGET /static/images/2_entry_form.png HTTP/1.1[0m" 304 -
[2026-04-11 10:29:42,498] INFO in _internal: 127.0.0.1 - - [11/Apr/2026 10:29:42] "[36mGET /static/images/1_old_excel_file.png HTTP/1.1[0m" 304 -
[2026-04-11 10:29:42,502] INFO in app: 127.0.0.1 GET /static/theme.js
[2026-04-11 10:29:42,502] INFO in app: 127.0.0.1 GET /static/theme.js
[2026-04-11 10:29:42,508] INFO in app: 127.0.0.1 GET /static/images/4_form_to_array.png
[2026-04-11 10:29:42,508] INFO in app: 127.0.0.1 GET /static/images/4_form_to_array.png
[2026-04-11 10:29:42,511] INFO in _internal: 127.0.0.1 - - [11/Apr/2026 10:29:42] "[36mGET /static/theme.js HTTP/1.1[0m" 304 -
[2026-04-11 10:29:42,512] INFO in app: 127.0.0.1 GET /static/images/5_python_data_array.png
[2026-04-11 10:29:42,512] INFO in app: 127.0.0.1 GET /static/images/5_python_data_array.png
[2026-04-11 10:29:42,513] INFO in _internal: 127.0.0.1 - - [11/Apr/2026 10:29:42] "[36mGET /static/images/4_form_to_array.png HTTP/1.1[0m" 304 -
[2026-04-11 10:29:42,514] INFO in _internal: 127.0.0.1 - - [11/Apr/2026 10:29:42] "[36mGET /static/images/5_python_data_array.png HTTP/1.1[0m" 304 -
[2026-04-11 10:29:42,519] INFO in app: 127.0.0.1 GET /static/images/6_python_program.png
[2026-04-11 10:29:42,520] INFO in app: 127.0.0.1 GET /static/images/7_prompt_template.png
[2026-04-11 10:29:42,520] INFO in app: 127.0.0.1 GET /static/images/7_prompt_template.png
[2026-04-11 10:29:42,519] INFO in app: 127.0.0.1 GET /static/images/6_python_program.png
[2026-04-11 10:29:42,523] INFO in app: 127.0.0.1 GET /static/images/8_AI_api.png
[2026-04-11 10:29:42,523] INFO in app: 127.0.0.1 GET /static/images/8_AI_api.png
[2026-04-11 10:29:42,525] INFO in _internal: 127.0.0.1 - - [11/Apr/2026 10:29:42] "[36mGET /static/images/7_prompt_template.png HTTP/1.1[0m" 304 -
[2026-04-11 10:29:42,526] INFO in app: 127.0.0.1 GET /static/images/9_save_to_text.png
[2026-04-11 10:29:42,526] INFO in app: 127.0.0.1 GET /static/images/9_save_to_text.png
[2026-04-11 10:29:42,526] INFO in _internal: 127.0.0.1 - - [11/Apr/2026 10:29:42] "[36mGET /static/images/6_python_program.png HTTP/1.1[0m" 304 -
[2026-04-11 10:29:42,527] INFO in _internal: 127.0.0.1 - - [11/Apr/2026 10:29:42] "[36mGET /static/images/8_AI_api.png HTTP/1.1[0m" 304 -
[2026-04-11 10:29:42,531] INFO in _internal: 127.0.0.1 - - [11/Apr/2026 10:29:42] "[36mGET /static/images/9_save_to_text.png HTTP/1.1[0m" 304 -
[2026-04-11 10:29:42,542] INFO in app: 127.0.0.1 GET /static/jobs.json
[2026-04-11 10:29:42,542] INFO in app: 127.0.0.1 GET /static/jobs.json
[2026-04-11 10:29:42,543] INFO in _internal: 127.0.0.1 - - [11/Apr/2026 10:29:42] "[36mGET /static/jobs.json HTTP/1.1[0m" 304 -
[2026-04-11 10:29:42,554] INFO in app: 127.0.0.1 GET /static/images/10_word_macro.png
[2026-04-11 10:29:42,554] INFO in app: 127.0.0.1 GET /static/images/10_word_macro.png
[2026-04-11 10:29:42,558] INFO in _internal: 127.0.0.1 - - [11/Apr/2026 10:29:42] "[36mGET /static/images/10_word_macro.png HTTP/1.1[0m" 304 -
[2026-04-11 10:29:42,561] INFO in app: 127.0.0.1 GET /static/images/11_add_to_resume.png
[2026-04-11 10:29:42,561] INFO in app: 127.0.0.1 GET /static/images/11_add_to_resume.png
[2026-04-11 10:29:42,563] INFO in _internal: 127.0.0.1 - - [11/Apr/2026 10:29:42] "[36mGET /static/images/11_add_to_resume.png HTTP/1.1[0m" 304 -
[2026-04-11 10:29:42,668] INFO in app: 127.0.0.1 GET /static/favicon.ico
[2026-04-11 10:29:42,668] INFO in app: 127.0.0.1 GET /static/favicon.ico
[2026-04-11 10:29:42,669] INFO in _internal: 127.0.0.1 - - [11/Apr/2026 10:29:42] "[36mGET /static/favicon.ico HTTP/1.1[0m" 304 -
[2026-04-11 10:30:14,243] INFO in app: 127.0.0.1 POST /predict
[2026-04-11 10:30:14,243] INFO in app: 127.0.0.1 POST /predict
[2026-04-11 10:30:18,762] INFO in _internal: 127.0.0.1 - - [11/Apr/2026 10:30:18] "[35m[1mPOST /predict HTTP/1.1[0m" 500 -
[2026-04-11 10:43:15,443] INFO in _internal:  * Detected change in 'C:\\dev\\mds-website\\chat.py', reloading
[2026-04-11 10:43:16,067] INFO in _internal:  * Restarting with stat
2026-04-11 10:43:18,638 [INFO] [chat] This is chat.py starting
[2026-04-11 10:43:18,640] INFO in app: App startup
[2026-04-11 10:43:18,660] WARNING in _internal:  * Debugger is active!
[2026-04-11 10:43:18,664] INFO in _internal:  * Debugger PIN: 870-570-930
[2026-04-11 10:50:07,809] INFO in _internal:  * Detected change in 'C:\\dev\\mds-website\\chat.py', reloading
[2026-04-11 10:50:08,325] INFO in _internal:  * Restarting with stat
2026-04-11 10:50:11,020 [INFO] [chat] This is chat.py starting
[2026-04-11 10:50:11,022] INFO in app: App startup
[2026-04-11 10:50:11,041] WARNING in _internal:  * Debugger is active!
[2026-04-11 10:50:11,044] INFO in _internal:  * Debugger PIN: 870-570-930
[2026-04-11 10:52:03,327] INFO in _internal:  * Detected change in 'C:\\dev\\mds-website\\load-resume-data-vectorstore.py', reloading
[2026-04-11 10:52:03,765] INFO in _internal:  * Restarting with stat
2026-04-11 10:52:06,046 [INFO] [chat] This is chat.py starting
[2026-04-11 10:52:06,048] INFO in app: App startup
